,Year,State,Deceased Donors,Living Donors,Total Transplants,Kidney Transplants,Liver Transplants,Heart Transplants,Lung Transplants,Women Donors,Men Donors,Transgender Donors,Organ Donation Rate (pmp),People Pledged (NOTTO),Online Pledges (Tamil Nadu)
2793,2022,Maharashtra,11,894,793,196,113,9,27,81,3,3,0.93,373046,14891
2794,2024,Telangana,124,767,7,245,257,7,17,503,245,1,1.23,489557,1234
2795,2023,Punjab,188,413,1111,166,276,49,41,368,292,0,1.21,78571,7697
2796,2020,Punjab,114,970,476,583,203,42,18,7,470,5,1.79,281155,12644
2797,2023,Punjab,277,986,586,169,95,16,35,559,525,2,0.37,347250,6593
2798,2023,Delhi,218,886,483,553,190,23,14,603,423,4,1.15,43576,14304
2799,2024,Kerala,184,869,126,752,184,35,41,21,456,1,0.57,198376,13206
2800,2023,Telangana,193,284,146,584,29,35,49,518,302,1,0.88,239284,18946
2801,2024,Punjab,41,650,561,717,370,1,31,674,559,3,0.39,30062,6541
2802,2023,Kerala,88,1,0,85,279,44,23,295,639,4,0.8,129554,11993
2803,2024,Rajasthan,74,355,128,459,218,12,8,224,667,5,1.82,39734,10708
2804,2023,Gujarat,192,429,194,491,123,40,10,390,542,5,0.95,274614,19532
2805,2021,Maharashtra,293,929,25,564,354,34,41,435,402,2,1.43,458133,1472
2806,2021,Kerala,40,231,651,46,253,11,42,299,60,0,1.67,298663,19291
2807,2020,Gujarat,8,21,885,331,61,23,41,279,142,3,1.38,351203,17662
2808,2022,Punjab,10,405,155,426,44,21,34,696,325,4,1.5,419297,347
2809,2024,Uttar Pradesh,214,451,673,356,175,23,1,306,92,4,1.88,257181,6142
2810,2020,Uttar Pradesh,277,426,936,458,43,1,21,86,700,3,1.7,89367,10194
2811,2022,Kerala,246,571,811,80,156,27,38,473,553,0,1.36,391651,13199
2812,2021,Maharashtra,28,97,656,411,280,15,24,253,175,5,1.89,470298,9425
2813,2023,Kerala,93,711,957,417,22,18,39,24,99,1,1.2,232353,19581
2814,2020,Kerala,210,618,542,79,300,18,46,142,482,4,0.63,168516,10629
2815,2023,Maharashtra,43,778,974,568,139,12,12,482,44,3,1.2,450427,7546
2816,2022,Gujarat,34,390,454,684,40,4,0,156,20,2,0.7,386948,7125
2817,2020,Maharashtra,284,30,617,643,220,26,23,325,276,0,0.78,325549,8253
2818,2023,Delhi,86,41,959,614,101,30,26,188,53,0,0.83,465606,8882
2819,2021,Maharashtra,213,568,754,104,382,49,48,334,62,5,1.25,363601,19072
2820,2024,Maharashtra,104,232,440,176,182,44,8,358,274,1,1.24,348989,18691
2821,2020,Tamil Nadu,92,339,771,730,67,39,42,346,557,0,0.94,333897,7912
2822,2021,Punjab,216,4,1123,153,217,45,0,65,385,0,0.78,348754,17011
2823,2021,Gujarat,84,488,547,323,295,50,47,106,641,1,1.85,113034,7364
2824,2020,Delhi,178,152,513,226,235,40,4,342,531,5,0.85,234652,11161
2825,2023,Maharashtra,244,561,289,622,314,45,49,59,472,1,1.36,263246,1596
2826,2024,Karnataka,36,874,838,436,69,20,6,204,595,2,1.69,301589,12420
2827,2020,Uttar Pradesh,69,418,746,691,279,40,35,129,365,3,1.33,39238,12457
2828,2020,Delhi,85,980,176,104,143,35,45,658,677,0,1.06,303095,12399
2829,2022,Uttar Pradesh,257,160,591,513,232,6,45,551,437,3,0.16,314114,11562
2830,2023,Rajasthan,103,7,911,638,253,49,4,312,371,2,1.18,396696,2759
2831,2021,Uttar Pradesh,85,791,1028,774,324,21,33,74,64,2,0.51,165160,3279
2832,2024,Telangana,168,367,1185,44,219,32,5,287,180,3,0.23,170110,5328
2833,2023,Rajasthan,115,869,1137,245,377,24,9,642,439,5,0.4,156125,26
2834,2024,Delhi,222,21,802,222,148,3,5,269,29,0,0.18,462811,18194
2835,2023,Rajasthan,111,425,608,683,355,21,34,235,504,0,1.95,249166,17096
2836,2022,Gujarat,77,131,869,396,23,32,40,405,359,5,0.92,281615,9733
2837,2024,Karnataka,71,707,1035,87,24,19,11,115,445,3,1.16,147327,17295
2838,2022,Karnataka,113,22,421,508,21,0,44,558,521,5,1.69,496129,5952
2839,2021,Tamil Nadu,173,467,605,249,10,31,23,82,300,0,1.46,144898,476
2840,2023,Maharashtra,184,438,1189,114,295,49,12,583,283,3,1.19,210071,9587
2841,2024,Maharashtra,125,140,434,10,255,14,4,598,325,3,0.99,267812,13360
2842,2020,Gujarat,102,379,93,208,161,1,33,685,251,3,0.12,169797,16718
2843,2020,Telangana,27,694,779,761,355,50,3,218,700,0,0.47,39212,10119
2844,2021,Tamil Nadu,217,966,506,263,38,5,3,341,600,2,1.68,405100,5125
2845,2024,Uttar Pradesh,227,72,960,664,398,30,41,63,556,4,1.64,99443,2784
2846,2020,Delhi,216,994,211,310,23,16,24,626,502,2,1.45,260255,16524
2847,2020,Karnataka,77,691,508,381,388,4,34,609,237,4,0.41,195218,11440
2848,2020,Kerala,254,90,593,157,281,44,21,8,318,2,0.65,496873,6009
2849,2021,Karnataka,78,273,742,111,154,22,34,75,574,3,0.51,286500,17250
2850,2024,Karnataka,284,466,827,550,99,17,11,591,608,5,1.06,463903,507
2851,2020,Punjab,37,585,852,446,232,12,45,555,306,2,0.6,389496,13519
2852,2022,Maharashtra,188,712,191,289,375,31,39,321,4,1,1.14,349778,6405
2853,2023,Uttar Pradesh,233,169,368,20,96,0,45,221,561,5,1.95,398137,10526
2854,2021,Kerala,133,979,1058,544,188,40,29,100,312,4,0.78,180631,1182
2855,2023,Delhi,42,553,29,495,217,30,36,365,680,1,1.45,251675,60
2856,2021,Punjab,68,443,328,609,126,32,33,174,635,0,1.97,306300,18943
2857,2023,Delhi,62,208,576,32,311,0,31,342,192,2,1.07,48478,12957
2858,2021,Uttar Pradesh,294,593,306,693,72,8,32,691,484,3,0.42,252421,7641
2859,2021,Karnataka,43,194,229,84,274,3,27,115,525,4,0.96,479841,5431
2860,2021,Karnataka,139,743,899,788,187,20,48,406,212,4,0.43,361566,13715
2861,2022,Gujarat,84,310,429,459,179,28,2,552,263,4,1.64,432579,17827
2862,2023,Delhi,217,592,774,351,20,15,30,46,431,1,1.55,132542,5415
2863,2022,Rajasthan,109,420,549,610,58,46,41,334,621,4,0.87,38911,12006
2864,2023,Telangana,177,125,697,206,232,34,19,592,140,4,1.74,334520,16800
2865,2023,Uttar Pradesh,293,517,1138,143,293,22,32,407,154,4,1.77,108171,19022
2866,2023,Punjab,171,382,656,82,196,15,14,563,26,1,1.0,438541,6759
2867,2023,Karnataka,133,637,1034,556,320,50,35,215,292,2,0.88,61591,5139
2868,2022,Punjab,168,672,507,0,266,26,36,217,257,1,1.76,52994,8466
2869,2022,Rajasthan,43,491,1188,401,173,15,44,550,613,2,0.66,221985,2928
2870,2024,Karnataka,183,834,582,332,256,33,15,119,531,1,1.25,99860,3493
2871,2024,Uttar Pradesh,203,641,1128,360,303,21,20,356,326,4,1.42,144209,1419
2872,2022,Gujarat,220,643,901,305,37,18,49,176,699,2,1.53,432682,14647
2873,2022,Delhi,246,962,1099,749,162,23,11,200,562,0,0.42,334026,15779
2874,2024,Telangana,178,852,405,0,6,8,24,149,17,3,1.81,81854,13485
2875,2024,Uttar Pradesh,129,826,869,209,360,8,42,234,527,3,1.3,86213,6167
2876,2023,Gujarat,242,740,997,172,352,2,46,26,30,4,1.85,11367,9855
2877,2022,Karnataka,224,773,981,39,388,32,26,243,56,4,0.12,48126,17419
2878,2021,Tamil Nadu,25,893,694,595,269,21,28,669,654,2,1.91,287543,18359
2879,2022,Punjab,6,59,403,476,352,34,26,280,239,0,1.27,81556,17760
2880,2021,Kerala,199,902,84,613,314,30,18,576,548,1,1.79,406587,19350
2881,2020,Delhi,111,157,75,640,310,9,33,85,307,2,0.2,262368,17346
2882,2020,Kerala,111,498,317,712,236,19,25,260,509,1,1.78,348011,4641
2883,2023,Karnataka,15,831,667,626,52,20,18,333,310,4,0.2,153355,13791
2884,2021,Maharashtra,21,486,68,795,209,38,42,136,356,2,0.43,385131,1012
2885,2022,Punjab,142,53,327,482,357,39,29,379,59,5,0.76,142849,10929
2886,2020,Uttar Pradesh,30,40,778,118,11,15,15,457,530,1,1.4,183140,12849
2887,2022,Rajasthan,77,4,247,96,332,11,50,587,221,0,0.52,37347,8118
2888,2024,Punjab,297,968,279,525,240,25,3,678,388,3,1.82,86104,3854
2889,2024,Rajasthan,76,955,298,317,80,8,3,321,243,5,0.76,143732,16238
2890,2020,Tamil Nadu,254,453,1057,397,149,21,44,594,478,4,1.92,65033,10015
2891,2024,Delhi,214,756,792,94,216,47,31,418,355,5,0.44,100697,8194
2892,2024,Kerala,152,611,443,593,387,18,2,349,175,2,0.51,389464,19507
2893,2024,Tamil Nadu,94,46,112,54,219,5,25,641,314,3,1.28,256077,9890
2894,2020,Tamil Nadu,196,260,773,95,305,0,19,513,33,1,0.44,132527,4285
2895,2023,Telangana,247,522,485,589,307,45,17,303,123,2,0.23,486013,11299
2896,2022,Uttar Pradesh,295,793,879,188,386,12,41,624,118,0,0.94,376890,3974
2897,2021,Delhi,260,833,789,324,164,4,36,93,427,2,0.41,124896,17417
2898,2021,Delhi,175,322,69,450,226,20,11,110,180,0,1.03,263728,4199
2899,2023,Uttar Pradesh,22,122,870,318,335,39,28,393,507,3,0.37,49869,7431
2900,2023,Punjab,65,102,1151,580,45,31,49,254,668,1,0.65,161598,19890
2901,2021,Maharashtra,258,98,138,451,319,35,29,522,118,2,1.05,105059,10724
2902,2023,Punjab,234,618,437,556,374,13,22,217,654,2,1.41,191065,12919
2903,2021,Tamil Nadu,284,96,478,575,261,19,46,516,471,4,0.25,351444,17473
2904,2022,Maharashtra,207,735,241,147,239,30,44,618,486,3,1.38,480092,12754
2905,2024,Uttar Pradesh,99,496,494,663,384,38,27,144,424,0,0.89,216017,15822
2906,2024,Telangana,81,482,792,544,197,24,32,363,202,2,0.34,355017,2674
2907,2022,Uttar Pradesh,151,443,3,124,112,19,48,137,638,4,0.25,69305,1324
2908,2023,Karnataka,40,210,1058,25,170,48,10,372,149,3,0.31,396856,10138
2909,2020,Punjab,27,937,741,112,304,49,24,698,520,4,0.57,160797,19594
2910,2020,Rajasthan,95,1,412,111,127,3,44,678,560,0,1.6,207516,18419
2911,2024,Telangana,176,873,1077,348,99,16,39,87,655,3,1.08,255580,4506
2912,2020,Gujarat,125,464,432,28,115,4,36,107,11,3,0.2,55012,8775
2913,2022,Kerala,293,817,2,214,22,14,38,501,147,5,1.45,72488,9336
2914,2022,Telangana,4,758,237,764,172,4,17,370,368,2,1.41,128500,9988
2915,2022,Delhi,54,529,173,199,218,40,20,500,593,1,1.58,131388,14762
2916,2021,Karnataka,95,560,84,498,122,12,28,172,221,4,1.4,57637,14741
2917,2023,Karnataka,278,221,14,707,219,26,2,22,186,3,0.21,368308,7087
2918,2020,Punjab,80,409,356,366,306,48,16,614,594,5,0.16,154689,17964
2919,2021,Gujarat,35,738,267,680,191,6,12,340,188,2,1.26,212150,14467
2920,2021,Maharashtra,277,829,1149,487,280,19,33,191,2,3,0.47,484221,6026
2921,2023,Tamil Nadu,192,757,408,791,360,16,16,670,524,4,1.12,310499,17181
2922,2022,Kerala,79,236,222,163,195,2,14,662,476,1,1.29,231605,19892
2923,2022,Punjab,7,193,453,1,51,16,36,50,321,5,0.65,184258,3943
2924,2021,Delhi,147,434,861,730,146,27,15,380,5,2,1.59,228220,17406
2925,2023,Telangana,213,566,84,717,169,15,38,126,641,0,1.24,493981,5813
2926,2023,Kerala,53,558,1033,769,144,35,44,292,674,3,1.97,485191,16124
2927,2022,Rajasthan,41,613,804,725,199,10,10,30,342,0,0.29,115494,5822
2928,2020,Karnataka,255,148,370,96,65,35,14,629,398,1,1.21,146036,12259
2929,2023,Delhi,167,417,376,182,31,7,14,235,582,1,1.15,355023,11139
2930,2020,Gujarat,129,866,960,58,258,8,42,40,241,2,1.71,212780,6270
2931,2022,Tamil Nadu,130,110,379,23,239,34,35,174,202,3,0.87,458323,18294
2932,2020,Tamil Nadu,165,413,1099,304,224,9,14,385,28,2,1.92,457002,19673
2933,2023,Telangana,280,429,53,699,46,4,26,325,336,5,1.21,63578,5004
2934,2020,Uttar Pradesh,219,552,235,247,86,50,3,502,508,2,0.45,364717,11510
2935,2022,Maharashtra,14,81,464,32,189,10,40,429,186,2,1.22,164656,7891
2936,2020,Delhi,215,529,1127,629,265,21,5,313,599,1,1.26,231006,6629
2937,2023,Kerala,187,9,119,22,46,23,31,86,637,4,1.61,444897,2387
2938,2024,Kerala,97,888,220,573,183,16,17,466,154,2,1.07,390843,548
2939,2022,Rajasthan,10,514,900,121,380,35,30,489,362,0,0.85,254804,5750
2940,2021,Tamil Nadu,176,219,865,630,3,26,22,271,226,1,1.0,91185,3831
2941,2024,Tamil Nadu,4,328,1083,466,250,47,16,90,97,2,0.25,255647,11391
2942,2020,Tamil Nadu,250,332,620,325,10,35,42,221,318,0,0.3,422719,8013
2943,2023,Kerala,57,319,650,356,180,14,10,162,429,5,1.58,306533,3340
2944,2020,Rajasthan,5,185,575,373,63,14,24,528,621,2,1.4,488081,14568
2945,2023,Uttar Pradesh,236,150,59,314,378,0,43,180,117,3,0.16,395695,13219
2946,2021,Punjab,237,144,829,601,71,49,10,519,314,4,0.44,141145,13941
2947,2022,Gujarat,233,173,587,359,329,48,32,136,196,2,0.33,311986,15890
2948,2022,Telangana,137,596,492,607,334,17,32,595,192,4,1.26,460848,18882
2949,2021,Karnataka,40,150,193,559,368,45,6,546,698,1,0.64,223384,11598
2950,2022,Uttar Pradesh,129,181,732,753,3,30,15,181,115,3,1.97,247844,1679
2951,2023,Rajasthan,144,816,30,26,372,13,8,297,30,2,0.54,32501,4254
2952,2020,Kerala,115,346,623,195,34,40,40,536,44,2,0.31,341285,4132
2953,2021,Telangana,194,647,685,750,75,14,20,56,480,0,1.34,177325,16608
2954,2024,Rajasthan,230,551,764,656,239,26,34,376,434,0,1.52,63290,4274
2955,2023,Tamil Nadu,93,50,932,711,356,19,27,229,613,3,1.96,274070,3018
2956,2022,Punjab,66,2,55,470,101,48,0,145,643,3,0.95,198085,12062
2957,2020,Kerala,275,475,35,298,247,18,13,474,528,3,0.57,186527,9929
2958,2023,Gujarat,146,110,574,153,218,50,29,482,6,1,0.4,79113,13030
2959,2020,Tamil Nadu,167,549,1036,609,24,50,18,508,165,3,1.83,35942,9173
2960,2020,Maharashtra,32,590,833,737,51,26,24,617,483,5,1.36,429261,3731
2961,2023,Rajasthan,63,751,624,545,305,4,29,243,502,3,0.36,79202,10422
2962,2021,Karnataka,19,520,295,216,147,49,40,601,442,4,1.44,373887,16477
2963,2024,Karnataka,159,261,726,374,231,34,21,671,329,1,1.62,476065,3681
2964,2022,Kerala,29,410,1124,636,170,46,22,209,223,4,0.6,436405,14736
2965,2024,Uttar Pradesh,1,14,83,669,9,31,26,239,591,3,1.58,280649,2888
2966,2021,Delhi,262,406,365,288,9,12,35,505,479,5,1.44,240521,11670
2967,2020,Karnataka,174,800,1033,533,231,8,45,629,588,3,0.3,409467,18803
2968,2024,Kerala,250,550,1001,609,206,38,2,260,561,0,1.12,247406,6852
2969,2020,Rajasthan,181,655,942,377,191,39,4,127,253,0,0.49,24163,8869
2970,2023,Punjab,292,732,1184,331,365,34,43,678,669,2,1.31,382326,3648
2971,2021,Delhi,155,947,249,429,373,47,50,226,565,5,1.25,405295,1597
2972,2024,Telangana,175,857,477,355,152,9,46,657,587,4,1.89,73388,11267
2973,2020,Rajasthan,169,965,484,532,248,9,25,369,515,4,1.47,177284,9393
2974,2023,Punjab,140,516,1185,695,253,35,47,176,199,3,1.1,16653,16923
2975,2022,Karnataka,56,370,742,263,328,50,19,461,544,4,0.94,58061,7135
2976,2020,Maharashtra,286,368,505,411,99,44,36,267,684,1,0.95,249882,17547
2977,2024,Gujarat,59,825,1,499,122,10,38,335,165,4,1.05,198998,12115
2978,2021,Rajasthan,189,109,1182,285,136,33,1,126,550,4,1.85,256173,13035
2979,2021,Tamil Nadu,204,435,963,750,202,26,13,385,326,3,1.07,154486,5954
2980,2021,Gujarat,221,860,106,293,195,6,3,450,673,4,0.68,155260,14261
2981,2024,Karnataka,44,905,788,652,266,49,41,74,272,4,0.18,143070,3654
2982,2021,Punjab,126,386,21,291,270,20,27,543,519,4,0.82,281444,4685
2983,2023,Uttar Pradesh,75,155,520,493,112,29,0,513,308,0,1.94,66812,17123
2984,2022,Telangana,79,464,841,401,304,1,44,374,329,0,0.52,233738,11826
2985,2023,Punjab,288,693,1084,137,256,23,17,112,495,0,1.6,415708,7554
2986,2021,Gujarat,182,822,383,663,38,7,45,360,523,5,0.81,25391,1569
2987,2024,Kerala,81,766,688,528,217,39,43,411,187,4,1.73,146401,5367
2988,2020,Karnataka,269,835,169,166,350,17,41,436,403,3,1.69,221310,18091
2989,2021,Delhi,107,593,574,704,222,22,20,400,421,1,1.01,391701,6163
2990,2022,Delhi,172,979,813,67,242,13,47,368,422,1,0.22,215028,7587
2991,2023,Telangana,98,835,881,695,13,32,49,648,697,4,1.19,326418,1660
2992,2020,Uttar Pradesh,78,451,1172,562,367,28,39,536,366,1,1.94,332365,11070
2993,2024,Karnataka,177,337,228,42,83,17,13,678,472,2,0.56,224061,15422
2994,2023,Rajasthan,227,811,161,140,246,1,10,99,498,3,1.63,474099,1107
2995,2021,Karnataka,233,399,548,89,394,18,47,278,468,2,0.68,221951,15999
2996,2024,Uttar Pradesh,7,865,469,279,175,20,1,378,684,4,1.13,246933,14681
2997,2024,Delhi,59,513,605,724,239,13,1,414,263,2,0.81,174255,11175
2998,2020,Delhi,222,609,979,243,151,10,32,675,187,0,0.13,264890,18840
2999,2020,Gujarat,96,793,898,362,305,32,40,535,348,0,0.69,346439,3752
3000,2023,Delhi,111,851,986,24,28,24,3,400,23,1,1.92,254078,11930
3001,2021,Uttar Pradesh,300,460,422,699,150,43,28,329,368,1,0.9,376311,1378
3002,2021,Karnataka,115,242,697,696,285,38,47,276,148,4,0.53,264036,1554
3003,2024,Kerala,82,565,109,489,6,48,46,34,503,5,0.98,22661,1880
3004,2024,Kerala,179,106,222,143,364,9,11,680,487,3,0.22,62408,857
3005,2023,Rajasthan,276,917,1189,97,364,49,5,162,139,2,1.42,257455,17393
3006,2024,Telangana,171,19,718,97,300,42,46,120,101,0,1.92,163749,16146
3007,2024,Tamil Nadu,262,894,766,127,287,23,47,562,534,4,0.66,419839,12709
3008,2021,Tamil Nadu,267,177,786,295,84,23,3,90,262,5,1.71,16068,15061
3009,2023,Karnataka,27,802,139,109,274,24,34,285,172,1,1.38,254554,5570
3010,2024,Uttar Pradesh,237,867,560,536,316,14,41,599,380,0,0.1,112023,13790
3011,2024,Tamil Nadu,26,411,656,362,121,47,39,103,184,0,0.3,172968,15649
3012,2024,Maharashtra,52,580,121,475,248,47,19,322,679,1,1.71,41495,7551
3013,2020,Uttar Pradesh,56,729,447,735,386,23,14,20,447,0,1.05,293988,17188
3014,2023,Karnataka,59,598,178,758,336,33,27,648,129,4,0.95,340318,17135
3015,2023,Kerala,19,795,159,505,153,14,2,20,562,0,1.25,270919,4401
3016,2023,Punjab,265,763,522,432,225,45,21,348,25,2,0.94,22614,15100
3017,2020,Uttar Pradesh,130,587,1083,140,160,4,18,682,252,0,0.83,348821,6615
3018,2021,Karnataka,21,978,129,66,203,43,35,309,346,0,1.25,172662,17907
3019,2022,Karnataka,46,507,964,23,334,33,1,238,102,3,1.49,362541,15536
3020,2023,Rajasthan,145,626,788,585,317,18,33,652,219,2,1.62,190180,19261
3021,2020,Gujarat,287,964,369,667,91,40,4,446,517,0,0.64,436841,8891
3022,2023,Gujarat,22,615,881,72,209,13,3,549,95,4,1.38,458590,10079
3023,2022,Maharashtra,154,950,376,169,31,2,6,452,380,4,0.21,294439,7931
3024,2022,Gujarat,114,23,347,586,232,1,40,268,511,4,1.34,351844,5498
3025,2021,Delhi,254,115,714,758,55,21,39,284,466,3,1.14,266292,15633
3026,2021,Uttar Pradesh,283,515,842,29,48,38,37,141,120,3,0.63,184043,10110
3027,2021,Tamil Nadu,138,77,245,172,28,43,6,212,435,0,1.15,383241,9340
3028,2021,Maharashtra,260,362,194,796,302,22,2,569,369,0,1.38,71744,16874
3029,2020,Maharashtra,194,663,438,56,353,17,45,604,11,0,1.27,405499,6956
3030,2021,Gujarat,269,421,60,756,16,35,19,99,268,4,1.17,334336,3641
3031,2022,Telangana,262,516,49,687,258,44,36,146,219,0,1.91,422424,7307
3032,2020,Maharashtra,227,697,1046,217,130,0,11,42,115,2,0.61,257231,7340
3033,2022,Maharashtra,131,410,1074,472,5,28,35,271,381,2,1.27,114178,5183
3034,2024,Gujarat,133,832,961,96,333,18,22,296,553,4,0.14,220343,15879
3035,2024,Tamil Nadu,299,161,821,663,274,6,24,520,75,2,0.36,289909,13185
3036,2024,Delhi,238,347,961,567,152,9,26,425,411,4,1.82,463792,1394
3037,2022,Rajasthan,66,335,645,133,344,32,50,360,448,0,1.99,374212,14142
3038,2024,Tamil Nadu,96,414,739,386,103,9,1,114,293,4,1.97,339566,2726
3039,2022,Punjab,4,139,186,375,75,15,2,657,595,5,1.38,212082,5788
3040,2024,Punjab,35,731,81,542,151,17,46,640,211,4,0.96,165381,11529
3041,2024,Gujarat,41,800,44,678,143,27,6,237,349,4,1.7,457555,8288
3042,2021,Delhi,168,341,1066,454,332,0,43,530,655,3,0.63,290082,17398
3043,2020,Kerala,139,268,512,554,40,4,14,56,220,1,0.91,312121,16668
3044,2023,Kerala,33,1000,656,619,218,30,3,518,136,4,0.95,423907,2587
3045,2024,Punjab,84,697,714,273,340,32,26,557,244,1,1.31,230676,6969
3046,2020,Kerala,2,270,399,377,298,42,4,573,121,2,0.46,209265,16627
3047,2023,Maharashtra,27,819,833,661,341,42,15,101,473,2,0.51,248962,9128
3048,2021,Tamil Nadu,194,818,1147,530,253,21,33,81,287,4,1.99,383779,2766
3049,2023,Tamil Nadu,155,985,128,291,74,29,36,350,7,1,1.44,496634,18420
3050,2024,Tamil Nadu,287,710,653,655,22,6,39,543,494,5,0.73,158434,12604
3051,2021,Karnataka,142,280,540,716,371,20,46,29,212,3,0.42,318177,8316
3052,2022,Tamil Nadu,65,817,288,392,274,46,12,212,436,4,1.97,406877,8202
3053,2021,Karnataka,191,103,523,614,314,8,21,618,329,2,1.96,88101,6526
3054,2022,Karnataka,268,490,659,279,244,10,6,134,263,5,0.21,193400,10001
3055,2024,Gujarat,173,56,1001,167,46,46,13,336,136,4,1.37,306130,19096
3056,2022,Punjab,208,363,566,98,392,19,9,468,609,2,0.41,184510,11915
3057,2020,Telangana,190,124,821,748,52,21,28,31,153,0,1.99,193075,5165
3058,2020,Rajasthan,145,394,789,386,19,26,38,55,57,0,0.61,354183,16769
3059,2020,Punjab,188,303,300,695,76,24,26,137,36,1,0.97,234719,15842
3060,2024,Delhi,3,758,728,305,91,48,24,448,103,3,1.81,403603,2430
3061,2022,Rajasthan,227,933,958,335,95,8,19,559,128,0,0.3,485429,4697
3062,2022,Uttar Pradesh,134,954,705,308,205,46,31,519,529,1,0.67,41561,14485
3063,2021,Kerala,277,382,955,685,373,43,1,260,357,5,0.66,23080,12502
3064,2022,Delhi,53,666,1092,102,382,45,47,512,387,4,0.54,30914,4780
3065,2023,Rajasthan,95,811,1021,580,327,7,27,55,179,3,0.23,109982,753
3066,2020,Kerala,63,6,341,68,258,4,4,287,299,5,1.59,105774,835
3067,2021,Rajasthan,136,809,4,280,14,33,11,565,241,5,0.17,433458,8157
3068,2022,Kerala,189,561,1150,745,187,33,21,171,418,5,1.99,499326,12532
3069,2020,Delhi,7,265,640,261,100,7,50,352,493,3,0.33,293743,6605
3070,2024,Tamil Nadu,153,560,780,249,365,40,47,303,184,0,1.64,257350,17632
3071,2020,Delhi,1,403,985,139,75,42,33,458,247,5,0.25,284489,18334
3072,2023,Kerala,188,565,499,56,200,15,12,154,358,3,1.62,220298,7031
3073,2021,Punjab,224,906,216,769,257,31,7,355,514,5,0.2,233385,8778
3074,2024,Rajasthan,189,525,55,88,0,5,20,372,141,4,0.43,174885,2690
3075,2022,Kerala,157,328,733,454,237,47,37,637,76,3,1.97,220191,6885
3076,2022,Karnataka,192,574,749,271,272,42,23,646,95,3,1.02,87182,14724
3077,2024,Karnataka,109,436,186,165,65,39,1,232,255,3,1.55,291083,4288
3078,2023,Punjab,295,8,650,39,231,6,32,127,544,3,0.74,354104,484
3079,2022,Tamil Nadu,188,992,11,167,53,39,14,139,187,3,1.53,265017,3584
3080,2020,Gujarat,248,619,70,259,305,34,42,115,652,3,1.75,213333,11522
3081,2023,Tamil Nadu,66,419,694,784,259,38,11,185,238,5,1.19,430386,18727
3082,2022,Rajasthan,157,80,400,623,29,34,5,95,304,4,1.28,315093,8235
3083,2021,Tamil Nadu,234,292,457,41,151,12,31,277,279,4,0.96,185824,6949
3084,2024,Tamil Nadu,34,390,346,604,19,31,38,50,586,2,1.46,310570,18548
3085,2022,Kerala,98,595,12,411,124,48,1,638,433,2,1.76,313938,2197
3086,2021,Tamil Nadu,141,587,336,546,296,6,5,274,100,4,0.69,185321,9227
3087,2020,Rajasthan,255,723,690,584,27,8,44,194,157,2,1.05,371430,5674
3088,2021,Delhi,272,60,526,566,320,0,6,202,450,1,1.02,5649,17858
3089,2023,Tamil Nadu,261,802,931,94,279,28,43,431,399,2,1.89,119207,9156
3090,2023,Gujarat,41,127,405,66,161,9,6,459,612,1,1.16,214030,10480
3091,2023,Tamil Nadu,178,486,150,47,324,40,42,95,515,2,1.57,218054,13622
